,categoria_produto,data_compra,produto_nome
6747,moveis,2022/10/22,Cama box
6748,gadgets,2022/10/22,Tablet ABXY
6749,gadgets,2020/11/22,TV Led UHD 4K
6750,gadgets,2020/11/22,Celular Plus X42
6751,livros,2020/11/22,Ciência de dados com python
6752,eletrodomesticos,2020/11/22,Fogão
6753,gadgets,2020/11/22,Smartwatch
6754,livros,2020/11/22,Ciência de dados com python
6755,moveis,2020/11/22,Mesa de centro
6756,moveis,2021/11/22,Mesa de jantar
6757,moveis,2021/11/22,Guarda roupas
6758,gadgets,2021/11/22,Fone de ouvido
6759,moveis,2021/11/22,Kit banquetas
6760,brinquedos,2022/11/22,Dinossauro Rex
6761,moveis,2022/11/22,Mesa de centro
6762,esporte e lazer,2022/11/22,Corda de pular
6763,esporte e lazer,2022/11/22,Copo térmico
6764,utilidades domesticas,2022/11/22,Jogo de copos
6765,brinquedos,2022/11/22,Carrinho controle remoto
6766,brinquedos,2022/11/22,Jogo de tabuleiro
6767,esporte e lazer,2022/11/22,Bola de vôlei
6768,esporte e lazer,2020/12/22,Bola de vôlei
6769,moveis,2020/12/22,Cama box
6770,gadgets,2020/12/22,Tablet ABXY
6771,moveis,2020/12/22,Mesa de centro
6772,gadgets,2020/12/22,Celular ABXY
6773,eletrodomesticos,2020/12/22,Lava louças
6774,moveis,2021/12/22,Cama box
6775,gadgets,2021/12/22,Fone de ouvido
6776,eletrodomesticos,2021/12/22,Secadora de roupas
6777,gadgets,2021/12/22,Celular ABXY
6778,instrumentos musicais,2022/12/22,Violão
6779,gadgets,2022/12/22,TV Led UHD 4K
6780,brinquedos,2022/12/22,Boneca bebê
6781,utilidades domesticas,2022/12/22,Jogo de panelas
6782,brinquedos,2022/12/22,Blocos de montar
6783,moveis,2022/12/22,Mesa de centro
6784,instrumentos musicais,2022/12/22,Violão
6785,moveis,2022/12/22,Cadeira de escritório
6786,gadgets,2022/12/22,Smart TV
6787,instrumentos musicais,2022/12/22,Violão
6788,eletrodomesticos,2022/12/22,Lavadora de roupas
6789,brinquedos,2020/01/23,Boneca bebê
6790,eletrodomesticos,2020/01/23,Lava louças
6791,moveis,2020/01/23,Cômoda
6792,utilidades domesticas,2020/01/23,Jogo de panelas
6793,brinquedos,2020/01/23,Boneca bebê
6794,utilidades domesticas,2020/01/23,Jogo de copos
6795,utilidades domesticas,2021/01/23,Faqueiro
6796,moveis,2021/01/23,Poltrona
6797,livros,2021/01/23,Dashboards com Power BI
6798,moveis,2021/01/23,Sofá retrátil
6799,brinquedos,2021/01/23,Dinossauro Rex
6800,livros,2021/01/23,Iniciando em programação
6801,esporte e lazer,2021/01/23,Bola de vôlei
6802,brinquedos,2021/01/23,Boneca bebê
6803,instrumentos musicais,2021/01/23,Bateria
6804,moveis,2021/01/23,Cama king
6805,livros,2021/01/23,Dashboards com Power BI
6806,eletrodomesticos,2022/01/23,Lava louças
6807,instrumentos musicais,2022/01/23,Pandeiro
6808,gadgets,2022/01/23,Celular Plus X42
6809,moveis,2022/01/23,Poltrona
6810,moveis,2022/01/23,Cama king
6811,moveis,2022/01/23,Sofá retrátil
6812,livros,2022/01/23,Dashboards com Power BI
6813,eletrodomesticos,2022/01/23,Lava louças
6814,moveis,2023/01/23,Cadeira de escritório
6815,brinquedos,2023/01/23,Dinossauro Rex
6816,esporte e lazer,2023/01/23,Bola de vôlei
6817,esporte e lazer,2023/01/23,Corda de pular
6818,moveis,2023/01/23,Cama king
6819,gadgets,2023/01/23,Smart TV
6820,brinquedos,2020/02/23,Boneca bebê
6821,brinquedos,2020/02/23,Blocos de montar
6822,moveis,2020/02/23,Cama king
6823,utilidades domesticas,2020/02/23,Jogo de copos
6824,eletrodomesticos,2020/02/23,Geladeira
6825,brinquedos,2020/02/23,Blocos de montar
6826,moveis,2020/02/23,Sofá retrátil
6827,gadgets,2020/02/23,Smartwatch
6828,moveis,2020/02/23,Mesa de centro
6829,moveis,2020/02/23,Guarda roupas
6830,livros,2020/02/23,Iniciando em programação
6831,gadgets,2020/02/23,Smart TV
6832,moveis,2021/02/23,Poltrona
6833,moveis,2021/02/23,Kit banquetas
6834,eletrodomesticos,2021/02/23,Fogão
6835,moveis,2021/02/23,Guarda roupas
6836,moveis,2021/02/23,Cadeira de escritório
6837,livros,2021/02/23,Ciência de dados com python
6838,gadgets,2021/02/23,Smartwatch
6839,gadgets,2021/02/23,TV Led UHD 4K
6840,brinquedos,2021/02/23,Boneca bebê
6841,livros,2021/02/23,Dashboards com Power BI
6842,eletrodomesticos,2021/02/23,Fogão
6843,utilidades domesticas,2021/02/23,Jogo de panelas
6844,gadgets,2022/02/23,Impressora
6845,brinquedos,2022/02/23,Jogo de tabuleiro
6846,moveis,2022/02/23,Sofá retrátil
6847,esporte e lazer,2022/02/23,Corda de pular
6848,moveis,2022/02/23,Cama king
6849,eletrodomesticos,2022/02/23,Secadora de roupas
6850,livros,2022/02/23,Ciência de dados com python
6851,instrumentos musicais,2022/02/23,Bateria
6852,moveis,2022/02/23,Cômoda
6853,eletrodomesticos,2022/02/23,Secadora de roupas
6854,utilidades domesticas,2022/02/23,Jogo de copos
6855,brinquedos,2023/02/23,Xadrez de madeira
6856,brinquedos,2023/02/23,Boneca bebê
6857,moveis,2023/02/23,Mesa de jantar
6858,esporte e lazer,2023/02/23,Copo térmico
6859,moveis,2023/02/23,Sofá retrátil
6860,instrumentos musicais,2023/02/23,Violão
6861,utilidades domesticas,2023/02/23,Panela de pressão
6862,utilidades domesticas,2023/02/23,Jogo de panelas
6863,esporte e lazer,2023/02/23,Corda de pular
6864,gadgets,2023/02/23,Celular ABXY
6865,gadgets,2020/03/23,Headset
6866,esporte e lazer,2020/03/23,Mochila
6867,brinquedos,2020/03/23,Boneca bebê
6868,moveis,2020/03/23,Cama king
6869,utilidades domesticas,2020/03/23,Panela de pressão
6870,gadgets,2020/03/23,Smartwatch
6871,utilidades domesticas,2020/03/23,Faqueiro
6872,gadgets,2020/03/23,TV Led UHD 4K
6873,moveis,2020/03/23,Cama king
6874,eletrodomesticos,2020/03/23,Secadora de roupas
6875,eletrodomesticos,2020/03/23,Lava louças
6876,livros,2020/03/23,Iniciando em programação
6877,gadgets,2021/03/23,Celular ABXY
6878,esporte e lazer,2021/03/23,Bicicleta
6879,moveis,2021/03/23,Kit banquetas
6880,moveis,2021/03/23,Cama king
6881,utilidades domesticas,2021/03/23,Panela de pressão
6882,gadgets,2022/03/23,Tablet ABXY
6883,brinquedos,2022/03/23,Dinossauro Rex
6884,moveis,2022/03/23,Cômoda
6885,livros,2022/03/23,Ciência de dados com python
6886,livros,2022/03/23,Dashboards com Power BI
6887,instrumentos musicais,2022/03/23,Bateria
6888,livros,2022/03/23,Dashboards com Power BI
6889,moveis,2023/03/23,Kit banquetas
6890,gadgets,2023/03/23,Celular ABXY
6891,moveis,2023/03/23,Cama box
6892,brinquedos,2023/03/23,Xadrez de madeira
6893,esporte e lazer,2023/03/23,Corda de pular
6894,brinquedos,2023/03/23,Xadrez de madeira
6895,brinquedos,2023/03/23,Blocos de montar
6896,gadgets,2020/04/23,Tablet ABXY
6897,moveis,2020/04/23,Cama king
6898,gadgets,2020/04/23,Fone de ouvido
6899,gadgets,2020/04/23,Celular Plus X42
6900,gadgets,2020/04/23,Celular Plus X42
6901,esporte e lazer,2020/04/23,Corda de pular
6902,esporte e lazer,2020/04/23,Mochila
6903,brinquedos,2021/04/23,Cubo mágico 8x8
6904,utilidades domesticas,2021/04/23,Jogo de panelas
6905,instrumentos musicais,2021/04/23,Pandeiro
6906,brinquedos,2021/04/23,Blocos de montar
6907,instrumentos musicais,2022/04/23,Pandeiro
6908,instrumentos musicais,2022/04/23,Pandeiro
6909,utilidades domesticas,2022/04/23,Jogo de copos
6910,instrumentos musicais,2022/04/23,Bateria
6911,utilidades domesticas,2022/04/23,Panela de pressão
6912,moveis,2022/04/23,Mesa de centro
6913,eletrodomesticos,2022/04/23,Lava louças
6914,moveis,2020/05/23,Sofá retrátil
6915,brinquedos,2020/05/23,Cubo mágico 8x8
6916,eletrodomesticos,2020/05/23,Lava louças
6917,gadgets,2020/05/23,Celular Plus X42
6918,eletrodomesticos,2020/05/23,Lavadora de roupas
6919,brinquedos,2021/05/23,Xadrez de madeira
6920,livros,2021/05/23,Iniciando em programação
6921,gadgets,2021/05/23,Impressora
6922,gadgets,2021/05/23,Celular ABXY
6923,esporte e lazer,2021/05/23,Copo térmico
6924,moveis,2021/05/23,Kit banquetas
6925,brinquedos,2021/05/23,Carrinho controle remoto
6926,brinquedos,2021/05/23,Blocos de montar
6927,brinquedos,2021/05/23,Blocos de montar
6928,utilidades domesticas,2021/05/23,Faqueiro
6929,esporte e lazer,2022/05/23,Copo térmico
6930,instrumentos musicais,2022/05/23,Violão
6931,moveis,2022/05/23,Cadeira de escritório
6932,moveis,2022/05/23,Mesa de centro
6933,gadgets,2022/05/23,Fone de ouvido
6934,eletrodomesticos,2022/05/23,Lava louças
6935,moveis,2022/05/23,Cômoda
6936,utilidades domesticas,2022/05/23,Faqueiro
6937,moveis,2020/06/23,Guarda roupas
6938,brinquedos,2020/06/23,Xadrez de madeira
6939,brinquedos,2020/06/23,Jogo de tabuleiro
6940,esporte e lazer,2021/06/23,Bicicleta
6941,brinquedos,2021/06/23,Dinossauro Rex
6942,gadgets,2021/06/23,Assistente virtual
6943,gadgets,2021/06/23,Smart TV
6944,gadgets,2021/06/23,Smartwatch
6945,instrumentos musicais,2021/06/23,Bateria
6946,livros,2021/06/23,Ciência de dados com python
6947,moveis,2022/06/23,Mesa de jantar
6948,moveis,2022/06/23,Mesa de jantar
6949,livros,2022/06/23,Dashboards com Power BI
6950,moveis,2022/06/23,Guarda roupas
6951,utilidades domesticas,2022/06/23,Faqueiro
6952,eletrodomesticos,2022/06/23,Fogão
6953,livros,2022/06/23,Ciência de dados com python
6954,brinquedos,2020/07/23,Blocos de montar
6955,utilidades domesticas,2020/07/23,Panela de pressão
6956,livros,2020/07/23,Ciência de dados com python
6957,utilidades domesticas,2020/07/23,Jogo de copos
6958,utilidades domesticas,2020/07/23,Jogo de copos
6959,esporte e lazer,2020/07/23,Bicicleta
6960,moveis,2020/07/23,Cama box
6961,brinquedos,2020/07/23,Dinossauro Rex
6962,esporte e lazer,2020/07/23,Corda de pular
6963,brinquedos,2020/07/23,Carrinho controle remoto
6964,livros,2020/07/23,Iniciando em programação
6965,utilidades domesticas,2021/07/23,Faqueiro
6966,livros,2021/07/23,Ciência de dados com python
6967,moveis,2021/07/23,Cama box
6968,livros,2021/07/23,Modelagem preditiva
6969,gadgets,2021/07/23,Assistente virtual
6970,gadgets,2021/07/23,Smart TV
6971,brinquedos,2021/07/23,Boneca bebê
6972,esporte e lazer,2021/07/23,Bicicleta
6973,instrumentos musicais,2022/07/23,Bateria
6974,esporte e lazer,2022/07/23,Bola de basquete
6975,eletrodomesticos,2022/07/23,Lava louças
6976,livros,2022/07/23,Dashboards com Power BI
6977,gadgets,2022/07/23,Tablet ABXY
6978,gadgets,2022/07/23,Fone de ouvido
6979,brinquedos,2022/07/23,Dinossauro Rex
6980,esporte e lazer,2020/08/23,Copo térmico
6981,moveis,2020/08/23,Cama king
6982,esporte e lazer,2020/08/23,Bola de basquete
6983,brinquedos,2020/08/23,Jogo de tabuleiro
6984,utilidades domesticas,2020/08/23,Faqueiro
6985,gadgets,2020/08/23,TV Led UHD 4K
6986,brinquedos,2020/08/23,Cubo mágico 8x8
6987,brinquedos,2020/08/23,Xadrez de madeira
6988,gadgets,2021/08/23,TV Led UHD 4K
6989,gadgets,2021/08/23,Tablet ABXY
6990,gadgets,2021/08/23,Assistente virtual
6991,moveis,2021/08/23,Cama box
6992,eletrodomesticos,2021/08/23,Micro-ondas
6993,livros,2021/08/23,Modelagem preditiva
6994,moveis,2021/08/23,Mesa de centro
6995,gadgets,2021/08/23,Smart TV
6996,instrumentos musicais,2021/08/23,Pandeiro
6997,moveis,2021/08/23,Cama box
6998,utilidades domesticas,2021/08/23,Panela de pressão
6999,moveis,2021/08/23,Cômoda
7000,gadgets,2022/08/23,Celular Plus X42
7001,gadgets,2022/08/23,Assistente virtual
7002,utilidades domesticas,2022/08/23,Faqueiro
7003,brinquedos,2022/08/23,Dinossauro Rex
7004,gadgets,2022/08/23,TV Led UHD 4K
7005,gadgets,2022/08/23,Celular Plus X42
7006,instrumentos musicais,2022/08/23,Guitarra
7007,livros,2022/08/23,Ciência de dados com python
7008,moveis,2022/08/23,Cama box
7009,gadgets,2022/08/23,Assistente virtual
7010,livros,2020/09/23,Modelagem preditiva
7011,eletrodomesticos,2020/09/23,Fogão
7012,livros,2020/09/23,Dashboards com Power BI
7013,brinquedos,2020/09/23,Carrinho controle remoto
7014,eletrodomesticos,2020/09/23,Lavadora de roupas
7015,instrumentos musicais,2020/09/23,Violão
7016,eletrodomesticos,2020/09/23,Geladeira
7017,moveis,2020/09/23,Cômoda
7018,esporte e lazer,2020/09/23,Copo térmico
7019,eletrodomesticos,2020/09/23,Lavadora de roupas
7020,gadgets,2021/09/23,TV Led UHD 4K
7021,utilidades domesticas,2021/09/23,Jogo de copos
7022,gadgets,2021/09/23,Smart TV
7023,esporte e lazer,2021/09/23,Bola de vôlei
7024,moveis,2021/09/23,Mesa de jantar
7025,brinquedos,2021/09/23,Xadrez de madeira
7026,gadgets,2021/09/23,Fone de ouvido
7027,livros,2021/09/23,Dashboards com Power BI
7028,esporte e lazer,2021/09/23,Copo térmico
7029,esporte e lazer,2021/09/23,Mochila
7030,livros,2021/09/23,Dashboards com Power BI
7031,livros,2021/09/23,Modelagem preditiva
7032,eletrodomesticos,2021/09/23,Fogão
7033,esporte e lazer,2022/09/23,Bola de basquete
7034,gadgets,2022/09/23,Celular ABXY
7035,instrumentos musicais,2022/09/23,Bateria
7036,moveis,2022/09/23,Cama king
7037,utilidades domesticas,2022/09/23,Jogo de panelas
7038,brinquedos,2022/09/23,Jogo de tabuleiro
7039,instrumentos musicais,2022/09/23,Violão
7040,utilidades domesticas,2022/09/23,Faqueiro
7041,gadgets,2022/09/23,Fone de ouvido
7042,gadgets,2022/09/23,Tablet ABXY
7043,moveis,2022/09/23,Mesa de jantar
7044,brinquedos,2022/09/23,Cubo mágico 8x8
7045,eletrodomesticos,2022/09/23,Micro-ondas
7046,moveis,2022/09/23,Cama king
7047,gadgets,2020/10/23,Celular Plus X42
7048,eletrodomesticos,2020/10/23,Geladeira
7049,livros,2020/10/23,Modelagem preditiva
7050,moveis,2020/10/23,Mesa de centro
7051,gadgets,2020/10/23,Headset
7052,moveis,2020/10/23,Poltrona
7053,moveis,2020/10/23,Kit banquetas
7054,esporte e lazer,2020/10/23,Copo térmico
7055,moveis,2021/10/23,Sofá retrátil
7056,esporte e lazer,2021/10/23,Mochila
7057,moveis,2021/10/23,Sofá retrátil
7058,brinquedos,2021/10/23,Carrinho controle remoto
7059,instrumentos musicais,2021/10/23,Pandeiro
7060,gadgets,2021/10/23,Headset
7061,brinquedos,2021/10/23,Xadrez de madeira
7062,brinquedos,2021/10/23,Jogo de tabuleiro
7063,gadgets,2021/10/23,Impressora
7064,utilidades domesticas,2022/10/23,Faqueiro
7065,esporte e lazer,2022/10/23,Bola de vôlei
7066,brinquedos,2022/10/23,Xadrez de madeira
7067,utilidades domesticas,2022/10/23,Jogo de copos
7068,moveis,2022/10/23,Poltrona
7069,esporte e lazer,2020/11/23,Bola de vôlei
7070,moveis,2020/11/23,Cômoda
7071,livros,2020/11/23,Modelagem preditiva
7072,gadgets,2020/11/23,Fone de ouvido
7073,moveis,2020/11/23,Sofá retrátil
7074,brinquedos,2020/11/23,Dinossauro Rex
7075,esporte e lazer,2020/11/23,Bola de basquete
7076,esporte e lazer,2020/11/23,Corda de pular
7077,gadgets,2021/11/23,Smartwatch
7078,brinquedos,2021/11/23,Dinossauro Rex
7079,gadgets,2021/11/23,Impressora
7080,eletrodomesticos,2021/11/23,Micro-ondas
7081,livros,2021/11/23,Modelagem preditiva
7082,livros,2021/11/23,Iniciando em programação
7083,instrumentos musicais,2021/11/23,Bateria
7084,gadgets,2021/11/23,Impressora
7085,gadgets,2021/11/23,Assistente virtual
7086,moveis,2021/11/23,Mesa de centro
7087,utilidades domesticas,2021/11/23,Panela de pressão
7088,moveis,2021/11/23,Cômoda
7089,moveis,2022/11/23,Poltrona
7090,eletrodomesticos,2022/11/23,Fogão
7091,eletrodomesticos,2022/11/23,Micro-ondas
7092,brinquedos,2022/11/23,Jogo de tabuleiro
7093,gadgets,2022/11/23,Fone de ouvido
7094,esporte e lazer,2020/12/23,Bola de vôlei
7095,instrumentos musicais,2020/12/23,Bateria
7096,instrumentos musicais,2020/12/23,Bateria
7097,gadgets,2020/12/23,Fone de ouvido
7098,moveis,2020/12/23,Poltrona
7099,eletrodomesticos,2020/12/23,Lava louças
7100,eletrodomesticos,2020/12/23,Geladeira
7101,gadgets,2020/12/23,Tablet ABXY
7102,brinquedos,2020/12/23,Blocos de montar
7103,esporte e lazer,2021/12/23,Copo térmico
7104,moveis,2021/12/23,Cômoda
7105,esporte e lazer,2021/12/23,Bola de vôlei
7106,gadgets,2021/12/23,TV Led UHD 4K
7107,livros,2021/12/23,Modelagem preditiva
7108,brinquedos,2022/12/23,Blocos de montar
7109,esporte e lazer,2022/12/23,Corda de pular
7110,livros,2022/12/23,Ciência de dados com python
7111,brinquedos,2022/12/23,Carrinho controle remoto
7112,gadgets,2022/12/23,Celular Plus X42
7113,esporte e lazer,2022/12/23,Corda de pular
7114,brinquedos,2020/01/24,Cubo mágico 8x8
7115,gadgets,2020/01/24,Headset
7116,instrumentos musicais,2020/01/24,Violão
7117,instrumentos musicais,2020/01/24,Violão
7118,moveis,2020/01/24,Poltrona
7119,brinquedos,2020/01/24,Xadrez de madeira
7120,esporte e lazer,2020/01/24,Corda de pular
7121,eletrodomesticos,2020/01/24,Secadora de roupas
7122,gadgets,2020/01/24,Celular Plus X42
7123,moveis,2020/01/24,Cômoda
7124,livros,2020/01/24,Modelagem preditiva
7125,esporte e lazer,2020/01/24,Bola de vôlei
7126,gadgets,2020/01/24,TV Led UHD 4K
7127,instrumentos musicais,2020/01/24,Bateria
7128,moveis,2020/01/24,Cadeira de escritório
7129,livros,2021/01/24,Dashboards com Power BI
7130,moveis,2021/01/24,Cama king
7131,moveis,2021/01/24,Poltrona
7132,eletrodomesticos,2021/01/24,Geladeira
7133,moveis,2021/01/24,Mesa de jantar
7134,livros,2021/01/24,Dashboards com Power BI
7135,instrumentos musicais,2021/01/24,Bateria
7136,instrumentos musicais,2021/01/24,Bateria
7137,instrumentos musicais,2021/01/24,Violão
7138,eletrodomesticos,2021/01/24,Micro-ondas
7139,livros,2021/01/24,Dashboards com Power BI
7140,moveis,2021/01/24,Kit banquetas
7141,brinquedos,2022/01/24,Cubo mágico 8x8
7142,instrumentos musicais,2022/01/24,Violão
7143,esporte e lazer,2022/01/24,Copo térmico
7144,moveis,2022/01/24,Sofá retrátil
7145,moveis,2022/01/24,Guarda roupas
7146,gadgets,2022/01/24,TV Led UHD 4K
7147,gadgets,2022/01/24,Assistente virtual
7148,brinquedos,2023/01/24,Xadrez de madeira
7149,gadgets,2023/01/24,Fone de ouvido
7150,moveis,2023/01/24,Kit banquetas
7151,utilidades domesticas,2023/01/24,Panela de pressão
7152,brinquedos,2023/01/24,Cubo mágico 8x8
7153,gadgets,2023/01/24,Assistente virtual
7154,eletrodomesticos,2020/02/24,Micro-ondas
7155,brinquedos,2020/02/24,Carrinho controle remoto
7156,esporte e lazer,2020/02/24,Copo térmico
7157,esporte e lazer,2020/02/24,Copo térmico
7158,brinquedos,2020/02/24,Boneca bebê
7159,moveis,2021/02/24,Poltrona
7160,eletrodomesticos,2021/02/24,Geladeira
7161,eletrodomesticos,2021/02/24,Secadora de roupas
7162,instrumentos musicais,2021/02/24,Violão
7163,moveis,2021/02/24,Poltrona
7164,eletrodomesticos,2021/02/24,Secadora de roupas
7165,moveis,2021/02/24,Cama box
7166,livros,2021/02/24,Modelagem preditiva
7167,gadgets,2021/02/24,Impressora
7168,utilidades domesticas,2021/02/24,Jogo de copos
7169,brinquedos,2022/02/24,Xadrez de madeira
7170,gadgets,2022/02/24,Celular Plus X42
7171,instrumentos musicais,2022/02/24,Guitarra
7172,eletrodomesticos,2022/02/24,Secadora de roupas
7173,livros,2022/02/24,Ciência de dados com python
7174,moveis,2022/02/24,Cadeira de escritório
7175,instrumentos musicais,2022/02/24,Guitarra
7176,brinquedos,2022/02/24,Jogo de tabuleiro
7177,esporte e lazer,2022/02/24,Bicicleta
7178,esporte e lazer,2022/02/24,Copo térmico
7179,gadgets,2023/02/24,Celular Plus X42
7180,gadgets,2023/02/24,TV Led UHD 4K
7181,utilidades domesticas,2023/02/24,Panela de pressão
7182,eletrodomesticos,2023/02/24,Lavadora de roupas
7183,moveis,2023/02/24,Sofá retrátil
7184,eletrodomesticos,2023/02/24,Geladeira
7185,instrumentos musicais,2023/02/24,Guitarra
7186,moveis,2023/02/24,Cama box
7187,brinquedos,2023/02/24,Boneca bebê
7188,eletrodomesticos,2023/02/24,Micro-ondas
7189,eletrodomesticos,2023/02/24,Lavadora de roupas
7190,moveis,2020/03/24,Mesa de centro
7191,eletrodomesticos,2020/03/24,Secadora de roupas
7192,livros,2020/03/24,Ciência de dados com python
7193,esporte e lazer,2020/03/24,Bola de vôlei
7194,gadgets,2020/03/24,Impressora
7195,brinquedos,2020/03/24,Boneca bebê
7196,brinquedos,2020/03/24,Blocos de montar
7197,moveis,2020/03/24,Kit banquetas
7198,gadgets,2021/03/24,Smart TV
7199,brinquedos,2021/03/24,Cubo mágico 8x8
7200,esporte e lazer,2021/03/24,Bola de basquete
7201,utilidades domesticas,2021/03/24,Faqueiro
7202,esporte e lazer,2021/03/24,Bola de basquete
7203,moveis,2021/03/24,Kit banquetas
7204,brinquedos,2022/03/24,Blocos de montar
7205,moveis,2022/03/24,Poltrona
7206,instrumentos musicais,2022/03/24,Guitarra
7207,livros,2022/03/24,Modelagem preditiva
7208,gadgets,2022/03/24,Headset
7209,moveis,2022/03/24,Cama king
7210,esporte e lazer,2022/03/24,Copo térmico
7211,esporte e lazer,2023/03/24,Copo térmico
7212,moveis,2023/03/24,Poltrona
7213,esporte e lazer,2023/03/24,Corda de pular
7214,gadgets,2023/03/24,TV Led UHD 4K
7215,utilidades domesticas,2023/03/24,Faqueiro
7216,moveis,2023/03/24,Kit banquetas
7217,eletrodomesticos,2023/03/24,Geladeira
7218,moveis,2023/03/24,Kit banquetas
7219,gadgets,2023/03/24,Headset
7220,moveis,2023/03/24,Kit banquetas
7221,gadgets,2023/03/24,Fone de ouvido
7222,utilidades domesticas,2023/03/24,Faqueiro
7223,utilidades domesticas,2020/04/24,Jogo de panelas
7224,gadgets,2020/04/24,Headset
7225,esporte e lazer,2020/04/24,Bicicleta
7226,instrumentos musicais,2020/04/24,Pandeiro
7227,moveis,2020/04/24,Mesa de centro
7228,esporte e lazer,2021/04/24,Corda de pular
7229,livros,2021/04/24,Dashboards com Power BI
7230,gadgets,2021/04/24,TV Led UHD 4K
7231,gadgets,2021/04/24,Fone de ouvido
7232,livros,2021/04/24,Iniciando em programação
7233,utilidades domesticas,2021/04/24,Panela de pressão
7234,esporte e lazer,2021/04/24,Bola de basquete
7235,gadgets,2021/04/24,Headset
7236,gadgets,2022/04/24,Smart TV
7237,gadgets,2022/04/24,Impressora
7238,brinquedos,2022/04/24,Blocos de montar
7239,gadgets,2022/04/24,Headset
7240,moveis,2022/04/24,Poltrona
7241,brinquedos,2022/04/24,Cubo mágico 8x8
7242,utilidades domesticas,2022/04/24,Jogo de copos
7243,moveis,2022/04/24,Guarda roupas
7244,gadgets,2022/04/24,Headset
7245,brinquedos,2022/04/24,Carrinho controle remoto
7246,moveis,2020/05/24,Sofá retrátil
7247,esporte e lazer,2020/05/24,Copo térmico
7248,gadgets,2020/05/24,Headset
7249,eletrodomesticos,2020/05/24,Fogão
7250,moveis,2020/05/24,Cômoda
7251,moveis,2020/05/24,Poltrona
7252,eletrodomesticos,2020/05/24,Fogão
7253,gadgets,2020/05/24,Smartwatch
7254,livros,2021/05/24,Modelagem preditiva
7255,moveis,2021/05/24,Mesa de centro
7256,esporte e lazer,2021/05/24,Bola de vôlei
7257,esporte e lazer,2021/05/24,Corda de pular
7258,instrumentos musicais,2021/05/24,Violão
7259,livros,2021/05/24,Modelagem preditiva
7260,instrumentos musicais,2021/05/24,Pandeiro
7261,moveis,2021/05/24,Cama king
7262,utilidades domesticas,2021/05/24,Faqueiro
7263,esporte e lazer,2021/05/24,Bola de basquete
7264,moveis,2022/05/24,Mesa de centro
7265,eletrodomesticos,2022/05/24,Micro-ondas
7266,moveis,2022/05/24,Guarda roupas
7267,gadgets,2022/05/24,Celular ABXY
7268,brinquedos,2022/05/24,Dinossauro Rex
7269,esporte e lazer,2022/05/24,Corda de pular
7270,livros,2022/05/24,Modelagem preditiva
7271,brinquedos,2020/06/24,Carrinho controle remoto
7272,gadgets,2020/06/24,Impressora
7273,utilidades domesticas,2020/06/24,Jogo de copos
7274,instrumentos musicais,2020/06/24,Bateria
7275,gadgets,2020/06/24,Assistente virtual
7276,moveis,2020/06/24,Sofá retrátil
7277,brinquedos,2020/06/24,Dinossauro Rex
7278,esporte e lazer,2020/06/24,Bicicleta
7279,livros,2020/06/24,Modelagem preditiva
7280,instrumentos musicais,2021/06/24,Guitarra
7281,brinquedos,2021/06/24,Dinossauro Rex
7282,esporte e lazer,2021/06/24,Copo térmico
7283,brinquedos,2021/06/24,Carrinho controle remoto
7284,livros,2021/06/24,Modelagem preditiva
7285,moveis,2021/06/24,Guarda roupas
7286,esporte e lazer,2021/06/24,Bola de basquete
7287,esporte e lazer,2022/06/24,Bola de basquete
7288,livros,2022/06/24,Ciência de dados com python
7289,livros,2022/06/24,Modelagem preditiva
7290,gadgets,2022/06/24,Fone de ouvido
7291,instrumentos musicais,2022/06/24,Violão
7292,brinquedos,2022/06/24,Carrinho controle remoto
7293,gadgets,2020/07/24,Impressora
7294,livros,2020/07/24,Dashboards com Power BI
7295,utilidades domesticas,2020/07/24,Jogo de copos
7296,gadgets,2020/07/24,Tablet ABXY
7297,instrumentos musicais,2020/07/24,Bateria
7298,moveis,2020/07/24,Mesa de centro
7299,gadgets,2020/07/24,Fone de ouvido
7300,instrumentos musicais,2021/07/24,Guitarra
7301,instrumentos musicais,2021/07/24,Violão
7302,livros,2021/07/24,Ciência de dados com python
7303,gadgets,2021/07/24,Headset
7304,moveis,2021/07/24,Cama box
7305,utilidades domesticas,2021/07/24,Panela de pressão
7306,gadgets,2021/07/24,Assistente virtual
7307,utilidades domesticas,2022/07/24,Jogo de panelas
7308,gadgets,2022/07/24,TV Led UHD 4K
7309,instrumentos musicais,2022/07/24,Bateria
7310,moveis,2022/07/24,Kit banquetas
7311,moveis,2022/07/24,Guarda roupas
7312,moveis,2022/07/24,Cadeira de escritório
7313,gadgets,2022/07/24,Celular ABXY
7314,brinquedos,2020/08/24,Dinossauro Rex
7315,livros,2020/08/24,Modelagem preditiva
7316,moveis,2020/08/24,Cama king
7317,utilidades domesticas,2020/08/24,Jogo de panelas
7318,gadgets,2021/08/24,Fone de ouvido
7319,livros,2021/08/24,Iniciando em programação
7320,gadgets,2021/08/24,Headset
7321,moveis,2021/08/24,Cômoda
7322,utilidades domesticas,2021/08/24,Jogo de copos
7323,eletrodomesticos,2021/08/24,Micro-ondas
7324,eletrodomesticos,2021/08/24,Geladeira
7325,utilidades domesticas,2022/08/24,Jogo de panelas
7326,utilidades domesticas,2022/08/24,Jogo de panelas
7327,moveis,2022/08/24,Kit banquetas
7328,instrumentos musicais,2022/08/24,Bateria
7329,moveis,2022/08/24,Guarda roupas
